Method,VenclovasLab.csv_F_Voronota_glob_light_score,VenclovasLab.csv_F_Voronota_glob_dark_score,VenclovasLab.csv_F_Voronota_glob_area,VenclovasLab.csv_F_Voronota_glob_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonprotein_area,VenclovasLab.csv_F_Voronota_glob_volume,VenclovasLab.csv_F_Voronota_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_glob_energy,VenclovasLab.csv_F_Voronota_glob_energy_norm,VenclovasLab.csv_F_Voronota_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_area,VenclovasLab.csv_F_Voronota_glob_sas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_energy,VenclovasLab.csv_F_Voronota_glob_sas_energy_norm,VenclovasLab.csv_F_Voronota_glob_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_area,VenclovasLab.csv_F_Voronota_glob_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_energy,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_atoms,VenclovasLab.csv_F_Voronota_iface_atoms_light_score,VenclovasLab.csv_F_Voronota_iface_area,VenclovasLab.csv_F_Voronota_iface_energy,VenclovasLab.csv_F_Voronota_iface_energy_norm,VenclovasLab.csv_F_Voronota_iface_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_shelled_energy,VenclovasLab.csv_F_Voronota_iface_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_area,VenclovasLab.csv_F_Voronota_iface_expanded_energy,VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_split_light_score,VenclovasLab.csv_F_Voronota_split_dark_score,VenclovasLab.csv_F_Voronota_split_area,VenclovasLab.csv_F_Voronota_split_area_per_atom,VenclovasLab.csv_F_Voronota_split_volume,VenclovasLab.csv_F_Voronota_split_volume_per_atom,VenclovasLab.csv_F_Voronota_split_energy,VenclovasLab.csv_F_Voronota_split_energy_norm,VenclovasLab.csv_F_Voronota_split_energy_per_atom,VenclovasLab.csv_F_Voronota_split_sas_area,VenclovasLab.csv_F_Voronota_split_sas_area_per_atom,VenclovasLab.csv_F_Voronota_split_sas_energy,VenclovasLab.csv_F_Voronota_split_sas_energy_norm,VenclovasLab.csv_F_Voronota_split_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_area,VenclovasLab.csv_F_Voronota_split_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_energy,VenclovasLab.csv_F_Voronota_split_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_split_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_light_score,VenclovasLab.csv_F_Voronota_diff_glob_dark_score,VenclovasLab.csv_F_Voronota_diff_glob_area,VenclovasLab.csv_F_Voronota_diff_glob_area_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_energy,VenclovasLab.csv_F_Voronota_diff_glob_energy_norm,VenclovasLab.csv_F_Voronota_diff_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_volume,VenclovasLab.csv_F_Voronota_diff_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_area,VenclovasLab.csv_F_Voronota_diff_sas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_energy,VenclovasLab.csv_F_Voronota_diff_sas_energy_norm,VenclovasLab.csv_F_Voronota_diff_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_area,VenclovasLab.csv_F_Voronota_diff_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_energy,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_per_atom,Oliva_rawdata_v3.csv_F_num_of_contacs,Oliva_rawdata_v3.csv_F_PA,Oliva_rawdata_v3.csv_F_PAr,Oliva_rawdata_v3.csv_F_PAl,Oliva_rawdata_v3.csv_F_CA,Oliva_rawdata_v3.csv_F_CAr,Oliva_rawdata_v3.csv_F_CAl,Oliva_rawdata_v3.csv_F_CP,Oliva_rawdata_v3.csv_F_PP,Oliva_rawdata_v3.csv_F_CC,Oliva_rawdata_v3.csv_F_ArAr,Oliva_rawdata_v3.csv_F_AlAl,Oliva_rawdata_v3.csv_F_AlAr,Oliva_rawdata_v3.csv_F_AAr,Oliva_rawdata_v3.csv_F_AAl,Oliva_rawdata_v3.csv_F_AA,Oliva_rawdata_v3.csv_F_fPA,Oliva_rawdata_v3.csv_F_fPAr,Oliva_rawdata_v3.csv_F_fPAl,Oliva_rawdata_v3.csv_F_fCA,Oliva_rawdata_v3.csv_F_fCAr,Oliva_rawdata_v3.csv_F_fCAl,Oliva_rawdata_v3.csv_F_fCP,Oliva_rawdata_v3.csv_F_fPP,Oliva_rawdata_v3.csv_F_fCC,Oliva_rawdata_v3.csv_F_fArAr,Oliva_rawdata_v3.csv_F_fAlAl,Oliva_rawdata_v3.csv_F_fAlAr,Oliva_rawdata_v3.csv_F_fAAr,Oliva_rawdata_v3.csv_F_fAAl,Oliva_rawdata_v3.csv_F_fAA,Oliva_rawdata_v3.csv_F_BSA_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Polar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Apolar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_naccess,Oliva_rawdata_v3.csv_F_BSA_Polar naccess,Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,FurmanLab_interface_analyzer_disulf.csv_F_I-sc,FurmanLab_interface_analyzer_disulf.csv_F_dG-cross/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dG-separated/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dSASA-polar,FurmanLab_interface_analyzer_disulf.csv_F_fa-dun,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-sol-xover4,FurmanLab_interface_analyzer_disulf.csv_F_sc-value,Kiharalab_feature.csv_F_DFIRE,Kiharalab_feature.csv_F_GOAP,Kiharalab_feature.csv_F_DOVE,Kiharalab_feature.csv_F_GNN-DOVE,Kiharalab_feature.csv_F_ITScore,Kiharalab_feature.csv_F_PhysicsScore,Kiharalab_feature.csv_F_RosettaInterfaceEnergy,Kiharalab_feature.csv_F_VoroMQA,
VenclovasLab.csv_F_Voronota_split_nonsas_energy,-0.17147,-0.01388,-0.96877,0.50747,0.00883,-0.97406,0.43344,0.97626,0.24256,0.14679,-0.94047,0.53836,0.11571,0.02392,0.01805,-0.98015,-0.49199,0.99950,0.02795,0.17863,-0.20557,0.35841,-0.17471,-0.18076,-0.40333,-0.48808,-0.18541,-0.40980,-0.48621,-0.33016,0.02183,-0.20200,-0.43552,-0.09084,-0.34723,-0.47518,-0.37108,-0.22978,-0.96812,0.59048,-0.97370,0.54379,0.97589,0.44347,0.36301,-0.93785,0.61448,0.18307,0.18616,0.20237,-0.98047,-0.59367,1.00000,0.09733,0.31541,0.46505,0.45308,0.17071,-0.54501,-0.27086,-0.49861,-0.47331,0.09529,-0.53587,0.20054,-0.54501,-0.30770,-0.43631,-0.43854,-0.24983,0.54054,-0.16078,-0.29809,-0.48616,-0.14633,-0.15140,-0.05253,-0.05318,-0.23115,-0.07389,-0.09228,-0.33105,-0.19177,-0.29392,0.10470,0.14898,0.14074,0.00830,0.03062,-0.01499,-0.05127,0.03093,0.08462,-0.16313,0.05594,-0.01905,-0.32743,-0.12365,-0.25148,0.14171,0.28412,0.24345,0.08003,0.13938,0.04522,-0.19149,-0.34477,-0.05990,-0.22014,-0.78531,0.51020,0.24390,0.48456,-0.12699,-0.11616,-0.14439,-0.32368,-0.75801,-0.16487,-0.93140,0.33708,0.97048,0.98453,-0.08394,0.03452,0.97610,0.46526,-0.07746,-0.18114,
VenclovasLab.csv_F_Voronota_split_nonsas_energy_norm,-0.76145,-0.61281,0.06405,0.38183,0.03523,0.05206,0.23122,0.05617,0.51781,0.51635,0.08783,0.30289,-0.15505,-0.20393,-0.22184,0.04399,-0.06409,0.09419,0.97252,0.93787,0.10572,-0.30956,0.11219,-0.07947,0.02475,-0.16021,-0.07432,0.03108,-0.15252,0.14041,-0.11594,-0.00824,-0.19623,-0.09864,0.02624,-0.17400,-0.70192,-0.59736,0.06615,0.35611,0.05329,0.24055,0.05859,0.46167,0.48548,0.09390,0.28988,-0.14608,-0.18325,-0.17353,0.04226,-0.11515,0.09733,1.00000,0.92243,0.13736,0.09218,-0.12179,-0.17981,-0.04709,-0.04096,-0.11422,-0.10383,-0.15853,-0.11378,-0.17216,-0.00578,-0.06864,-0.05253,0.09802,0.15657,-0.11243,-0.47968,-0.19925,0.05819,-0.08799,-0.06804,0.06863,-0.03395,0.16843,-0.00889,0.04572,0.00248,0.08859,-0.06423,0.14261,-0.00001,-0.06825,-0.03237,-0.08826,-0.13684,-0.08571,0.04613,-0.07026,0.18505,-0.01948,0.04790,-0.02550,0.07718,-0.09079,0.10311,-0.03972,-0.11199,-0.09586,-0.11829,0.11960,0.07182,0.13826,0.12630,0.11303,0.05239,0.12110,0.04895,0.09279,0.10199,0.06583,0.05746,0.14449,0.11615,0.10332,-0.09820,0.01574,-0.00816,-0.00287,0.05263,-0.02099,-0.16926,0.02903,-0.74818,
VenclovasLab.csv_F_Voronota_split_nonsas_energy_per_atom,-0.81278,-0.66150,-0.13982,0.60751,0.03188,-0.15336,0.46543,0.27536,0.63095,0.58394,-0.09313,0.58257,-0.09537,-0.13542,-0.14959,-0.17602,-0.40348,0.31095,0.87045,0.95075,0.11483,-0.20021,0.12868,-0.16580,-0.07181,-0.38110,-0.16398,-0.07008,-0.37513,0.13711,-0.14356,-0.03277,-0.38515,-0.16674,-0.04605,-0.39061,-0.85408,-0.74509,-0.13663,0.62181,-0.15136,0.51919,0.28194,0.66799,0.65832,-0.08329,0.59783,-0.05878,-0.04854,-0.01275,-0.17908,-0.47693,0.31541,0.92243,1.00000,0.36029,0.30862,-0.13496,-0.43029,-0.16262,-0.27239,-0.34331,-0.13829,-0.40903,-0.12451,-0.42815,-0.13448,-0.24297,-0.28066,0.10430,0.42066,-0.18552,-0.54283,-0.41015,0.07503,-0.08713,-0.04601,0.08638,-0.05017,0.17549,-0.01305,0.01044,-0.01877,0.03046,-0.00444,0.20246,0.07697,-0.02871,-0.00125,-0.06592,-0.13222,-0.06824,0.04935,-0.09395,0.17737,-0.03443,-0.01278,-0.05569,0.00035,-0.04246,0.14858,0.02511,-0.06726,-0.05825,-0.08910,0.12443,0.03787,0.16975,0.12561,-0.02091,0.18843,0.25723,0.21208,0.08454,0.09345,0.07156,0.03568,0.00119,0.09893,-0.09488,-0.03129,0.23744,0.21609,-0.02477,0.05679,0.20481,-0.11049,-0.01169,-0.80008,
VenclovasLab.csv_F_Voronota_diff_glob_light_score,-0.07930,-0.01106,-0.44585,0.45298,-0.00538,-0.44755,0.39444,0.43268,0.12521,0.03318,-0.43433,0.45690,0.03347,-0.01582,-0.02623,-0.44987,-0.36831,0.44703,-0.04350,0.07325,0.24062,0.49847,0.28600,-0.67881,-0.59401,-0.96767,-0.68698,-0.61020,-0.97232,0.12632,-0.49136,-0.44103,-0.88818,-0.63127,-0.60113,-0.95904,-0.55675,-0.45662,-0.43835,0.67670,-0.44235,0.64626,0.47622,0.55048,0.50848,-0.40991,0.68905,0.18597,0.28926,0.35580,-0.45617,-0.63472,0.46505,0.13736,0.36029,1.00000,0.93148,-0.29241,-0.87724,-0.68380,-0.93589,-0.94248,-0.35500,-0.87680,-0.25727,-0.86607,-0.64948,-0.82426,-0.89141,0.19172,0.83823,-0.63132,-0.73325,-0.94017,0.22863,-0.01431,0.10309,0.19795,-0.04843,0.13835,0.07343,-0.12529,-0.05640,-0.13642,0.27362,0.53823,0.48507,0.17245,0.19562,0.06250,-0.12847,-0.00192,0.05183,-0.19512,0.00998,-0.03532,-0.32763,-0.16060,-0.28564,0.15951,0.44738,0.34654,0.07998,0.08144,-0.01653,0.22740,-0.04793,0.39255,0.21150,-0.29547,0.58339,0.59842,0.74545,-0.03880,-0.04361,-0.07257,0.01914,-0.34447,-0.06950,-0.43045,0.27568,0.43978,0.44772,-0.01100,0.03482,0.44442,-0.13657,-0.08846,-0.08039,
VenclovasLab.csv_F_Voronota_diff_glob_dark_score,-0.04905,0.05166,-0.43721,0.39916,-0.00091,-0.43875,0.33792,0.42277,0.12420,0.04206,-0.42984,0.40011,0.03951,0.01933,0.01607,-0.43797,-0.31703,0.43524,-0.06620,0.03936,0.24859,0.52763,0.29544,-0.67074,-0.57688,-0.90186,-0.67921,-0.59348,-0.90724,0.11225,-0.48216,-0.44056,-0.82100,-0.61958,-0.59556,-0.88991,-0.49793,-0.43286,-0.42963,0.62170,-0.43329,0.59352,0.46678,0.53225,0.49198,-0.40511,0.63319,0.19386,0.31160,0.37972,-0.44429,-0.58357,0.45308,0.09218,0.30862,0.93148,1.00000,-0.29869,-0.83935,-0.68711,-0.89924,-0.89574,-0.37665,-0.85363,-0.26296,-0.83017,-0.65854,-0.78748,-0.85982,0.19630,0.80632,-0.62389,-0.63156,-0.87416,0.24705,0.00409,0.12118,0.22378,-0.03734,0.15335,0.07887,-0.11687,-0.03552,-0.13592,0.27325,0.52879,0.49089,0.17029,0.23261,0.07469,-0.12129,0.00301,0.07322,-0.19267,0.01483,-0.04542,-0.32052,-0.14208,-0.29259,0.14355,0.42553,0.32676,0.07169,0.10464,-0.01489,0.23517,-0.03049,0.39255,0.21922,-0.28283,0.58073,0.56562,0.71318,-0.04671,-0.05099,-0.07998,0.04069,-0.34173,-0.07427,-0.41936,0.30510,0.42574,0.43469,-0.02018,0.03324,0.43064,-0.16472,-0.08305,-0.05000,
VenclovasLab.csv_F_Voronota_diff_glob_area,0.02412,0.09429,-0.20105,0.11637,-0.00058,-0.19985,0.11467,0.19343,0.02802,0.00155,-0.19330,0.14481,0.04678,0.03996,0.04043,-0.20494,-0.17679,0.19262,-0.10196,-0.04177,-0.99065,0.03248,-0.99839,0.68857,-0.02066,0.32700,0.68998,-0.01163,0.33237,-0.92314,0.69060,0.04870,0.33964,0.72063,0.03963,0.33872,0.16358,0.22833,-0.21964,-0.08390,-0.21197,-0.08623,0.14463,-0.14397,-0.15672,-0.25617,-0.08191,-0.06768,-0.06558,-0.08844,-0.18644,0.06810,0.17071,-0.12179,-0.13496,-0.29241,-0.29869,1.00000,0.44772,0.57485,0.35428,0.30956,0.98639,0.44967,0.99687,0.44875,0.47267,0.28731,0.29200,-0.97628,-0.44696,0.66058,0.12051,0.31001,-0.83135,-0.41952,-0.36823,-0.58665,-0.50709,-0.54641,-0.43674,-0.50270,-0.36176,-0.49626,-0.26550,-0.52355,-0.53680,-0.34777,-0.45904,-0.25306,0.00851,0.03474,-0.05369,-0.01797,-0.01930,-0.00554,-0.02309,0.01195,-0.00060,0.05376,-0.02100,-0.02426,0.01696,0.03667,0.08372,-0.92050,-0.77322,-0.90926,-0.91998,-0.56470,-0.64610,-0.33115,-0.28252,-0.16032,-0.14065,-0.05385,-0.85525,-0.21675,-0.17070,-0.21444,0.10126,0.19883,0.20439,-0.15618,0.00327,0.20138,0.67045,-0.00136,0.00554,
VenclovasLab.csv_F_Voronota_diff_glob_area_per_atom,0.18342,0.09655,0.51737,-0.49878,0.00899,0.51948,-0.44118,-0.51564,-0.21949,-0.13427,0.50136,-0.50648,-0.05695,-0.02020,-0.01212,0.52417,0.41567,-0.52886,-0.04611,-0.16815,-0.40557,-0.30726,-0.44511,0.62838,0.36539,0.90691,0.63484,0.37905,0.90989,-0.29573,0.45895,0.24864,0.84102,0.58361,0.36847,0.90159,0.58328,0.48962,0.50656,-0.75817,0.51225,-0.72855,-0.55327,-0.61010,-0.56020,0.46501,-0.77976,-0.19620,-0.29198,-0.36238,0.53434,0.73449,-0.54501,-0.17981,-0.43029,-0.87724,-0.83935,0.44772,1.00000,0.63108,0.89177,0.87994,0.50736,0.99539,0.41977,0.99845,0.59848,0.73213,0.82724,-0.36438,-0.98736,0.58430,0.57147,0.88548,-0.35762,-0.10620,-0.15517,-0.28154,-0.07672,-0.25477,-0.14119,-0.01980,-0.04164,-0.01971,-0.24889,-0.50338,-0.45666,-0.18076,-0.25822,-0.10820,0.06620,0.02249,-0.07354,0.13884,-0.06284,0.05222,0.22800,0.11544,0.19699,-0.07215,-0.31498,-0.21379,-0.02551,-0.06117,0.02910,-0.37792,-0.14231,-0.49638,-0.35767,0.22967,-0.71051,-0.66161,-0.70420,0.03144,0.03832,0.08126,-0.21503,0.39165,0.06593,0.49927,-0.23521,-0.52100,-0.52536,-0.00651,-0.02598,-0.52302,0.13529,0.07152,0.18528,
VenclovasLab.csv_F_Voronota_diff_glob_energy,-0.02469,-0.05310,0.26138,-0.14449,-0.02824,0.26185,-0.12065,-0.24591,-0.00898,0.02468,0.26031,-0.13172,-0.06520,-0.03251,-0.02674,0.25912,0.07549,-0.24358,0.08647,0.06232,-0.52906,-0.40809,-0.57537,0.91749,0.62738,0.71508,0.92011,0.63846,0.71798,-0.37753,0.58081,0.31407,0.57024,0.80178,0.54759,0.66610,0.31494,0.28153,0.24915,-0.35036,0.25331,-0.34600,-0.31805,-0.38880,-0.37580,0.21961,-0.35513,-0.29151,-0.32837,-0.35492,0.27037,0.32374,-0.27086,-0.04709,-0.16262,-0.68380,-0.68711,0.57485,0.63108,1.00000,0.80420,0.77630,0.64343,0.64944,0.54697,0.62655,0.96707,0.79632,0.77935,-0.48978,-0.61300,0.89270,0.52102,0.70505,-0.47180,-0.13391,-0.28943,-0.40887,-0.07877,-0.24255,-0.23956,0.07439,-0.02603,0.12293,-0.43794,-0.67436,-0.73814,-0.39015,-0.44052,-0.20033,0.11788,-0.07634,-0.11089,0.21654,0.04917,-0.00702,0.42652,0.18967,0.42044,-0.22387,-0.43329,-0.46036,-0.17561,-0.16881,-0.00018,-0.49668,-0.13484,-0.68905,-0.48599,0.08173,-0.72990,-0.38954,-0.63815,0.02589,0.03724,0.07134,-0.22410,0.21428,0.03634,0.25817,-0.27388,-0.24011,-0.25515,-0.06002,-0.01169,-0.25178,0.46224,0.09092,-0.02877,
VenclovasLab.csv_F_Voronota_diff_glob_energy_norm,0.00071,-0.06369,0.49178,-0.38227,-0.00260,0.49224,-0.33636,-0.46433,-0.05671,0.02824,0.48431,-0.39469,-0.04045,0.00930,0.01613,0.49196,0.33812,-0.47869,0.13104,0.02064,-0.30878,-0.47245,-0.35329,0.73451,0.61101,0.95321,0.73944,0.62408,0.95537,-0.17700,0.45711,0.35193,0.81456,0.64254,0.56240,0.91522,0.45981,0.37369,0.48289,-0.62907,0.48601,-0.61080,-0.51651,-0.52236,-0.47975,0.45467,-0.65302,-0.22602,-0.33185,-0.39562,0.49993,0.62758,-0.49861,-0.04096,-0.27239,-0.93589,-0.89924,0.35428,0.89177,0.80420,1.00000,0.98574,0.43046,0.90115,0.32306,0.88733,0.79026,0.92119,0.96411,-0.26340,-0.87179,0.69570,0.66360,0.93447,-0.28874,-0.03850,-0.17689,-0.24610,0.02560,-0.16397,-0.12227,0.13626,0.04848,0.16602,-0.34638,-0.56331,-0.57017,-0.25018,-0.27990,-0.11904,0.11061,-0.04777,-0.07163,0.21341,0.01239,0.01726,0.38949,0.18631,0.36561,-0.20393,-0.44226,-0.40515,-0.13478,-0.13394,-0.01488,-0.28518,0.02054,-0.46447,-0.26724,0.31042,-0.67281,-0.58449,-0.78059,0.04318,0.05094,0.08319,-0.05078,0.38611,0.07756,0.47712,-0.31559,-0.47371,-0.48680,0.00398,-0.03302,-0.48481,0.19065,0.12417,0.00112,
VenclovasLab.csv_F_Voronota_diff_glob_energy_per_atom,0.09594,0.01904,0.45567,-0.45459,-0.00536,0.45729,-0.40098,-0.44689,-0.15091,-0.06518,0.44329,-0.46149,-0.06780,-0.03786,-0.03304,0.46027,0.37849,-0.45417,0.06657,-0.05217,-0.26480,-0.41953,-0.30942,0.69905,0.60098,0.96015,0.70289,0.61222,0.96078,-0.15860,0.41638,0.31858,0.80094,0.60473,0.53222,0.91409,0.54239,0.44669,0.44780,-0.67895,0.45174,-0.65532,-0.49729,-0.59605,-0.56432,0.41712,-0.69681,-0.24608,-0.37000,-0.44503,0.46734,0.65331,-0.47331,-0.11422,-0.34331,-0.94248,-0.89574,0.30956,0.87994,0.77630,0.98574,1.00000,0.38113,0.88709,0.28112,0.87680,0.76521,0.89389,0.97822,-0.22698,-0.86377,0.66737,0.72428,0.94775,-0.25062,-0.00464,-0.14079,-0.21686,0.04452,-0.15849,-0.09175,0.14999,0.06758,0.18000,-0.31018,-0.55458,-0.53530,-0.21884,-0.24520,-0.09740,0.12483,-0.03010,-0.06359,0.20878,-0.00972,0.02558,0.37672,0.18756,0.35352,-0.18597,-0.45338,-0.39281,-0.12068,-0.12455,-0.01154,-0.24798,0.05107,-0.42722,-0.23169,0.30211,-0.61703,-0.56097,-0.73439,0.03522,0.04189,0.06884,-0.01531,0.35208,0.06601,0.44248,-0.28907,-0.45018,-0.45858,0.00810,-0.03149,-0.45564,0.17505,0.11991,0.09525,
VenclovasLab.csv_F_Voronota_diff_glob_volume,0.00668,0.05882,-0.12274,0.09453,0.00147,-0.12117,0.10470,0.11987,0.03134,0.01075,-0.11505,0.11658,0.03518,0.03662,0.03719,-0.12752,-0.14047,0.11797,-0.07393,-0.02583,-0.97396,-0.03893,-0.98621,0.73270,0.03961,0.38881,0.73586,0.05065,0.39491,-0.87200,0.69611,0.08611,0.38758,0.74707,0.10022,0.39523,0.17976,0.23370,-0.14138,-0.12316,-0.13359,-0.12136,0.06737,-0.17724,-0.18564,-0.17791,-0.12648,-0.09797,-0.09840,-0.12389,-0.10922,0.11875,0.09529,-0.10383,-0.13829,-0.35500,-0.37665,0.98639,0.50736,0.64343,0.43046,0.38113,1.00000,0.52012,0.97676,0.50709,0.55381,0.36666,0.36866,-0.94509,-0.50242,0.69556,0.15173,0.36761,-0.83825,-0.41508,-0.38540,-0.60745,-0.47959,-0.54668,-0.44165,-0.46170,-0.34255,-0.44626,-0.29644,-0.56754,-0.59324,-0.36960,-0.49207,-0.26620,0.01131,0.01756,-0.06937,0.01284,-0.01411,-0.00747,0.02856,0.03159,0.05386,0.02815,-0.06117,-0.07462,-0.00226,0.00849,0.07543,-0.89961,-0.72339,-0.91133,-0.89732,-0.48909,-0.69327,-0.35454,-0.34186,-0.15906,-0.14181,-0.05207,-0.81375,-0.15273,-0.16266,-0.14006,0.01773,0.12747,0.12865,-0.14194,0.00119,0.12623,0.67911,0.01041,-0.01218,
VenclovasLab.csv_F_Voronota_diff_glob_volume_per_atom,0.15845,0.07113,0.51072,-0.47505,0.00977,0.51275,-0.41561,-0.50650,-0.20000,-0.11700,0.49599,-0.48593,-0.05579,-0.01820,-0.01018,0.51657,0.40652,-0.51952,-0.02651,-0.14695,-0.40906,-0.32672,-0.44869,0.63673,0.37082,0.90401,0.64394,0.38537,0.90775,-0.28890,0.45961,0.25387,0.83391,0.58823,0.37752,0.89651,0.56226,0.47352,0.49991,-0.73855,0.50537,-0.71056,-0.54576,-0.59790,-0.54956,0.45968,-0.76289,-0.20085,-0.29644,-0.36712,0.52668,0.72544,-0.53587,-0.15853,-0.40903,-0.87680,-0.85363,0.44967,0.99539,0.64944,0.90115,0.88709,0.52012,1.00000,0.42071,0.99351,0.62277,0.74970,0.84243,-0.36352,-0.98185,0.58912,0.55715,0.87968,-0.36999,-0.11540,-0.16946,-0.29339,-0.07731,-0.25943,-0.15063,-0.01950,-0.04403,-0.01134,-0.25958,-0.51321,-0.47749,-0.19130,-0.27434,-0.11748,0.06141,0.01232,-0.07671,0.14548,-0.05598,0.04799,0.23471,0.11698,0.21228,-0.07756,-0.31486,-0.22606,-0.03081,-0.06900,0.02570,-0.37803,-0.13947,-0.49856,-0.35827,0.22725,-0.70883,-0.64979,-0.70426,0.02818,0.03492,0.07849,-0.21541,0.38780,0.06233,0.49214,-0.26518,-0.51122,-0.51699,-0.00388,-0.02504,-0.51477,0.16234,0.07621,0.15961,
VenclovasLab.csv_F_Voronota_diff_sas_area,0.02804,0.10687,-0.23062,0.12537,-0.00192,-0.22976,0.11466,0.22099,0.02557,-0.00315,-0.22366,0.15207,0.04597,0.03368,0.03378,-0.23350,-0.17867,0.22177,-0.10135,-0.04089,-0.99268,0.07017,-0.99821,0.65718,-0.05872,0.29295,0.65819,-0.05037,0.29824,-0.94337,0.67137,0.01261,0.30749,0.69486,-0.00458,0.30572,0.14960,0.22256,-0.24902,-0.06642,-0.24171,-0.07497,0.17375,-0.13127,-0.14609,-0.28623,-0.06646,-0.06214,-0.06072,-0.08359,-0.21488,0.05875,0.20054,-0.11378,-0.12451,-0.25727,-0.26296,0.99687,0.41977,0.54697,0.32306,0.28112,0.97676,0.42071,1.00000,0.42415,0.44606,0.25686,0.26677,-0.99034,-0.42878,0.63508,0.08967,0.27909,-0.82434,-0.42414,-0.36513,-0.57230,-0.51988,-0.54255,-0.43876,-0.51709,-0.36558,-0.51354,-0.25461,-0.49177,-0.51387,-0.34204,-0.44411,-0.25045,0.00082,0.03642,-0.04392,-0.03415,-0.02025,-0.00980,-0.04630,0.00615,-0.02239,0.06216,0.00901,-0.00322,0.01889,0.04677,0.08292,-0.92341,-0.79452,-0.89889,-0.92366,-0.59542,-0.61959,-0.30638,-0.24729,-0.15386,-0.13308,-0.05008,-0.87429,-0.23921,-0.16953,-0.24163,0.13035,0.22518,0.23217,-0.16031,0.00507,0.22888,0.66805,-0.00488,0.01014,
VenclovasLab.csv_F_Voronota_diff_sas_area_per_atom,0.18918,0.10406,0.51726,-0.50369,0.00831,0.51929,-0.45087,-0.51671,-0.22707,-0.14186,0.50040,-0.51386,-0.06089,-0.02836,-0.02156,0.52477,0.42692,-0.52910,-0.04222,-0.16816,-0.40946,-0.29232,-0.44822,0.61810,0.34945,0.89766,0.62456,0.36300,0.90067,-0.30678,0.44924,0.22735,0.82953,0.57406,0.34632,0.89214,0.58260,0.49199,0.50644,-0.76127,0.51205,-0.73532,-0.55397,-0.61447,-0.56488,0.46378,-0.78573,-0.19932,-0.29794,-0.37049,0.53515,0.74584,-0.54501,-0.17216,-0.42815,-0.86607,-0.83017,0.44875,0.99845,0.62655,0.88733,0.87680,0.50709,0.99351,0.42415,1.00000,0.59589,0.72568,0.82673,-0.37456,-0.99465,0.57709,0.55446,0.87859,-0.35830,-0.11033,-0.15701,-0.27791,-0.08346,-0.25591,-0.14428,-0.02572,-0.04303,-0.02621,-0.24816,-0.49174,-0.45223,-0.18323,-0.25615,-0.11048,0.06110,0.02165,-0.06947,0.13212,-0.06324,0.05027,0.22033,0.11526,0.19078,-0.07040,-0.30014,-0.20735,-0.02831,-0.05993,0.02638,-0.38198,-0.15336,-0.49503,-0.36164,0.22289,-0.70886,-0.65327,-0.69344,0.03351,0.04046,0.08189,-0.22608,0.39149,0.06744,0.49986,-0.22424,-0.52249,-0.52642,-0.00787,-0.02375,-0.52421,0.13173,0.07084,0.19137,
